/home/wenbin/Workspace/tk-script/images/IMG020406042339.jpg,502,594
/home/wenbin/Workspace/tk-script/images/IMG020406042419.jpg,536,746
/home/wenbin/Workspace/tk-script/images/IMG020406042421.jpg,511,728
/home/wenbin/Workspace/tk-script/images/IMG020406042611.jpg,569,713
/home/wenbin/Workspace/tk-script/images/IMG020406042614.jpg,324,517
/home/wenbin/Workspace/tk-script/images/IMG020406042718.jpg,508,620
/home/wenbin/Workspace/tk-script/images/IMG020406042720.jpg,499,591
/home/wenbin/Workspace/tk-script/images/IMG020406050650.jpg,538,765
/home/wenbin/Workspace/tk-script/images/IMG020406050652.jpg,521,717
/home/wenbin/Workspace/tk-script/images/IMG020406050747.jpg,527,625
/home/wenbin/Workspace/tk-script/images/IMG020406050750.jpg,533,626
/home/wenbin/Workspace/tk-script/images/IMG020406050753.jpg,516,583
/home/wenbin/Workspace/tk-script/images/IMG020406050844.jpg,571,703
/home/wenbin/Workspace/tk-script/images/IMG020406050846.jpg,557,677
/home/wenbin/Workspace/tk-script/images/IMG020406051002.jpg,552,789
/home/wenbin/Workspace/tk-script/images/IMG020406051005.jpg,500,711
/home/wenbin/Workspace/tk-script/images/IMG020406051132.jpg,543,831
/home/wenbin/Workspace/tk-script/images/IMG020406051135.jpg,323,622
/home/wenbin/Workspace/tk-script/images/IMG020406051301.jpg,520,725
/home/wenbin/Workspace/tk-script/images/IMG020406051304.jpg,517,716
/home/wenbin/Workspace/tk-script/images/IMG020406051306.jpg,515,688
/home/wenbin/Workspace/tk-script/images/IMG020406053136.jpg,540,737
/home/wenbin/Workspace/tk-script/images/IMG020406053138.jpg,543,691
/home/wenbin/Workspace/tk-script/images/IMG020406053334.jpg,587,559
/home/wenbin/Workspace/tk-script/images/IMG020406053336.jpg,565,517
/home/wenbin/Workspace/tk-script/images/IMG020406053606.jpg,541,590
/home/wenbin/Workspace/tk-script/images/IMG020406053609.jpg,532,546
/home/wenbin/Workspace/tk-script/images/IMG020406053656.jpg,544,647
/home/wenbin/Workspace/tk-script/images/IMG020406053658.jpg,538,617
/home/wenbin/Workspace/tk-script/images/IMG020406053920.jpg,574,524
/home/wenbin/Workspace/tk-script/images/IMG020406053922.jpg,555,470
/home/wenbin/Workspace/tk-script/images/IMG020406054131.jpg,592,741
/home/wenbin/Workspace/tk-script/images/IMG020406054133.jpg,360,626
/home/wenbin/Workspace/tk-script/images/IMG020406054256.jpg,528,556
/home/wenbin/Workspace/tk-script/images/IMG020406054259.jpg,313,455
/home/wenbin/Workspace/tk-script/images/IMG020406054822.jpg,539,677
/home/wenbin/Workspace/tk-script/images/IMG020406054825.jpg,482,621
/home/wenbin/Workspace/tk-script/images/IMG020406055104.jpg,476,659
/home/wenbin/Workspace/tk-script/images/IMG020406055421.jpg,549,741
/home/wenbin/Workspace/tk-script/images/IMG020406055423.jpg,417,469
/home/wenbin/Workspace/tk-script/images/IMG020406055820.jpg,546,663
/home/wenbin/Workspace/tk-script/images/IMG020406055823.jpg,567,630
/home/wenbin/Workspace/tk-script/images/IMG020406060038.jpg,553,521
/home/wenbin/Workspace/tk-script/images/IMG020406060041.jpg,513,515
/home/wenbin/Workspace/tk-script/images/IMG020406060141.jpg,578,726
/home/wenbin/Workspace/tk-script/images/IMG020406070255.jpg,507,650
/home/wenbin/Workspace/tk-script/images/IMG020406070257.jpg,434,572
/home/wenbin/Workspace/tk-script/images/IMG020406070300.jpg,498,644
/home/wenbin/Workspace/tk-script/images/IMG020406070302.jpg,445,577
/home/wenbin/Workspace/tk-script/images/IMG020406070407.jpg,745,692
/home/wenbin/Workspace/tk-script/images/IMG020406070410.jpg,708,655
/home/wenbin/Workspace/tk-script/images/IMG020406070504.jpg,504,608
/home/wenbin/Workspace/tk-script/images/IMG020406070506.jpg,465,545
/home/wenbin/Workspace/tk-script/images/IMG020406070535.jpg,571,631
/home/wenbin/Workspace/tk-script/images/IMG020406070538.jpg,643,435
/home/wenbin/Workspace/tk-script/images/IMG020406070633.jpg,527,542
/home/wenbin/Workspace/tk-script/images/IMG020406070635.jpg,377,466
/home/wenbin/Workspace/tk-script/images/IMG020406070808.jpg,764,637
/home/wenbin/Workspace/tk-script/images/IMG020406070811.jpg,626,546
/home/wenbin/Workspace/tk-script/images/IMG020406070845.jpg,507,594
/home/wenbin/Workspace/tk-script/images/IMG020406070847.jpg,318,480
/home/wenbin/Workspace/tk-script/images/IMG020406071036.jpg,490,727
/home/wenbin/Workspace/tk-script/images/IMG020406071039.jpg,243,527
/home/wenbin/Workspace/tk-script/images/IMG020406071327.jpg,765,758
/home/wenbin/Workspace/tk-script/images/IMG020406071330.jpg,717,634
/home/wenbin/Workspace/tk-script/images/IMG020406071337.jpg,780,612
/home/wenbin/Workspace/tk-script/images/IMG020406071340.jpg,670,472
/home/wenbin/Workspace/tk-script/images/IMG020406071627.jpg,724,721
/home/wenbin/Workspace/tk-script/images/IMG020406071630.jpg,738,671
/home/wenbin/Workspace/tk-script/images/IMG020406071730.jpg,729,728
/home/wenbin/Workspace/tk-script/images/IMG020406071732.jpg,745,668
/home/wenbin/Workspace/tk-script/images/IMG020406071806.jpg,597,488
/home/wenbin/Workspace/tk-script/images/IMG020406071807.jpg,520,750
/home/wenbin/Workspace/tk-script/images/IMG020406071809.jpg,541,435
/home/wenbin/Workspace/tk-script/images/IMG020406071810.jpg,517,743
/home/wenbin/Workspace/tk-script/images/IMG020406071813.jpg,508,724
/home/wenbin/Workspace/tk-script/images/IMG020406071814.jpg,518,744
/home/wenbin/Workspace/tk-script/images/IMG020406071816.jpg,507,733
/home/wenbin/Workspace/tk-script/images/IMG020406071916.jpg,607,830
/home/wenbin/Workspace/tk-script/images/IMG020406071919.jpg,365,702
/home/wenbin/Workspace/tk-script/images/IMG020406071949.jpg,777,751
/home/wenbin/Workspace/tk-script/images/IMG020406071954.jpg,773,746
/home/wenbin/Workspace/tk-script/images/IMG020406071956.jpg,678,677
/home/wenbin/Workspace/tk-script/images/IMG020406072034.jpg,581,822
/home/wenbin/Workspace/tk-script/images/IMG020406072037.jpg,324,636
/home/wenbin/Workspace/tk-script/images/IMG020406072044.jpg,775,748
/home/wenbin/Workspace/tk-script/images/IMG020406072047.jpg,680,682
/home/wenbin/Workspace/tk-script/images/IMG020406072158.jpg,761,736
/home/wenbin/Workspace/tk-script/images/IMG020406072200.jpg,733,687
/home/wenbin/Workspace/tk-script/images/IMG020406072205.jpg,550,684
/home/wenbin/Workspace/tk-script/images/IMG020406072207.jpg,524,657
/home/wenbin/Workspace/tk-script/images/IMG020406072218.jpg,544,594
/home/wenbin/Workspace/tk-script/images/IMG020406072220.jpg,757,722
/home/wenbin/Workspace/tk-script/images/IMG020406072223.jpg,608,637
/home/wenbin/Workspace/tk-script/images/IMG020406072226.jpg,749,716
/home/wenbin/Workspace/tk-script/images/IMG020406072229.jpg,607,633
/home/wenbin/Workspace/tk-script/images/IMG020406072231.jpg,750,722
/home/wenbin/Workspace/tk-script/images/IMG020406072234.jpg,607,636
/home/wenbin/Workspace/tk-script/images/IMG020406072304.jpg,538,671
/home/wenbin/Workspace/tk-script/images/IMG020406072306.jpg,507,669
/home/wenbin/Workspace/tk-script/images/IMG020406072323.jpg,749,692
/home/wenbin/Workspace/tk-script/images/IMG020406072325.jpg,685,658
/home/wenbin/Workspace/tk-script/images/IMG020406072343.jpg,741,725
/home/wenbin/Workspace/tk-script/images/IMG020406072344.jpg,518,694
/home/wenbin/Workspace/tk-script/images/IMG020406072346.jpg,589,648
